Region,County,First Dose,Series Complete,Report as of
Mid-Hudson,Sullivan,102,2,12/23/2020
Southern Tier,Tioga,8,0,12/23/2020
Southern Tier,Tompkins,49,0,12/23/2020
Mid-Hudson,Ulster,494,3,12/23/2020
Capital Region,Warren,282,0,12/23/2020
Capital Region,Washington,128,0,12/23/2020
Finger Lakes,Wayne,118,1,12/23/2020
Mid-Hudson,Westchester,3659,15,12/23/2020
Finger Lakes,Wyoming,72,0,12/23/2020
Finger Lakes,Yates,81,0,12/23/2020
Capital Region,Albany,2570,6,12/24/2020
Western New York,Allegany,149,0,12/24/2020
New York City,Bronx,2844,7,12/24/2020
Southern Tier,Broome,377,0,12/24/2020
Western New York,Cattaraugus,320,0,12/24/2020
Central New York,Cayuga,556,0,12/24/2020
Western New York,Chautauqua,365,1,12/24/2020
Southern Tier,Chemung,26,1,12/24/2020
Southern Tier,Chenango,109,0,12/24/2020
North Country,Clinton,447,0,12/24/2020
Capital Region,Columbia,179,0,12/24/2020
Central New York,Cortland,237,0,12/24/2020
Southern Tier,Delaware,184,1,12/24/2020
Mid-Hudson,Dutchess,1123,11,12/24/2020
Western New York,Erie,7135,9,12/24/2020
North Country,Essex,123,0,12/24/2020
North Country,Franklin,387,0,12/24/2020
Mohawk Valley,Fulton,183,0,12/24/2020
Finger Lakes,Genesee,87,1,12/24/2020
Capital Region,Greene,104,1,12/24/2020
North Country,Hamilton,8,0,12/24/2020
Mohawk Valley,Herkimer,201,5,12/24/2020
North Country,Jefferson,116,0,12/24/2020
New York City,Kings,7960,36,12/24/2020
North Country,Lewis,23,0,12/24/2020
Finger Lakes,Livingston,198,0,12/24/2020
Central New York,Madison,365,0,12/24/2020
Finger Lakes,Monroe,3773,6,12/24/2020
Mohawk Valley,Montgomery,270,0,12/24/2020
Long Island,Nassau,7347,21,12/24/2020
New York City,New York,10404,23,12/24/2020
Western New York,Niagara,940,3,12/24/2020
Mohawk Valley,Oneida,1355,9,12/24/2020
Central New York,Onondaga,2890,6,12/24/2020
Finger Lakes,Ontario,644,2,12/24/2020
Mid-Hudson,Orange,1592,14,12/24/2020
Finger Lakes,Orleans,49,0,12/24/2020
Central New York,Oswego,293,0,12/24/2020
Mohawk Valley,Otsego,350,1,12/24/2020
Mid-Hudson,Putnam,243,4,12/24/2020
New York City,Queens,6945,22,12/24/2020
Capital Region,Rensselaer,881,6,12/24/2020
New York City,Richmond,2537,6,12/24/2020
Mid-Hudson,Rockland,1313,1,12/24/2020
Capital Region,Saratoga,1509,4,12/24/2020
Capital Region,Schenectady,988,2,12/24/2020
Mohawk Valley,Schoharie,79,1,12/24/2020
Southern Tier,Schuyler,25,0,12/24/2020
Finger Lakes,Seneca,86,0,12/24/2020
North Country,St. Lawrence,1009,3,12/24/2020
Southern Tier,Steuben,224,0,12/24/2020
Long Island,Suffolk,5121,21,12/24/2020
Mid-Hudson,Sullivan,212,3,12/24/2020
Southern Tier,Tioga,34,0,12/24/2020
Southern Tier,Tompkins,299,0,12/24/2020
Mid-Hudson,Ulster,765,6,12/24/2020
Capital Region,Warren,364,1,12/24/2020
Capital Region,Washington,164,0,12/24/2020
Finger Lakes,Wayne,171,1,12/24/2020
Mid-Hudson,Westchester,4402,19,12/24/2020
Finger Lakes,Wyoming,82,0,12/24/2020
Finger Lakes,Yates,100,0,12/24/2020
Capital Region,Albany,2631,6,12/25/2020
Western New York,Allegany,161,1,12/25/2020
New York City,Bronx,3320,9,12/25/2020
Southern Tier,Broome,378,0,12/25/2020
Western New York,Cattaraugus,358,0,12/25/2020
Central New York,Cayuga,562,0,12/25/2020
Western New York,Chautauqua,367,1,12/25/2020
Southern Tier,Chemung,26,1,12/25/2020
Southern Tier,Chenango,109,0,12/25/2020
North Country,Clinton,483,0,12/25/2020
Capital Region,Columbia,179,0,12/25/2020
Central New York,Cortland,238,0,12/25/2020
Southern Tier,Delaware,186,1,12/25/2020
Mid-Hudson,Dutchess,1140,11,12/25/2020
Western New York,Erie,7144,9,12/25/2020
North Country,Essex,126,0,12/25/2020
North Country,Franklin,387,0,12/25/2020
Mohawk Valley,Fulton,183,0,12/25/2020
Finger Lakes,Genesee,90,1,12/25/2020
Capital Region,Greene,104,1,12/25/2020
North Country,Hamilton,9,0,12/25/2020
Mohawk Valley,Herkimer,201,5,12/25/2020
North Country,Jefferson,116,0,12/25/2020
New York City,Kings,8377,36,12/25/2020
North Country,Lewis,23,0,12/25/2020
Finger Lakes,Livingston,207,0,12/25/2020
Central New York,Madison,371,0,12/25/2020
Finger Lakes,Monroe,4049,6,12/25/2020
Mohawk Valley,Montgomery,271,0,12/25/2020
Long Island,Nassau,8076,25,12/25/2020
New York City,New York,10554,25,12/25/2020
Western New York,Niagara,942,3,12/25/2020
Mohawk Valley,Oneida,1356,9,12/25/2020
Central New York,Onondaga,2942,6,12/25/2020
Finger Lakes,Ontario,654,2,12/25/2020
Mid-Hudson,Orange,1614,14,12/25/2020
Finger Lakes,Orleans,51,0,12/25/2020
Central New York,Oswego,297,0,12/25/2020
Mohawk Valley,Otsego,352,1,12/25/2020
Mid-Hudson,Putnam,250,4,12/25/2020
New York City,Queens,7475,24,12/25/2020
Capital Region,Rensselaer,894,6,12/25/2020
New York City,Richmond,2577,6,12/25/2020
Mid-Hudson,Rockland,1336,1,12/25/2020
Capital Region,Saratoga,1530,4,12/25/2020
Capital Region,Schenectady,1003,2,12/25/2020
Mohawk Valley,Schoharie,80,1,12/25/2020
Southern Tier,Schuyler,25,0,12/25/2020
Finger Lakes,Seneca,86,0,12/25/2020
North Country,St. Lawrence,1009,3,12/25/2020
Southern Tier,Steuben,225,0,12/25/2020
Long Island,Suffolk,5533,22,12/25/2020
Mid-Hudson,Sullivan,244,3,12/25/2020
Southern Tier,Tioga,34,0,12/25/2020
Southern Tier,Tompkins,299,0,12/25/2020
Mid-Hudson,Ulster,772,6,12/25/2020
Capital Region,Warren,410,1,12/25/2020
Capital Region,Washington,199,0,12/25/2020
Finger Lakes,Wayne,173,1,12/25/2020
Mid-Hudson,Westchester,4604,19,12/25/2020
Finger Lakes,Wyoming,83,0,12/25/2020
Finger Lakes,Yates,100,0,12/25/2020
Capital Region,Albany,2800,6,12/26/2020
Western New York,Allegany,161,1,12/26/2020
New York City,Bronx,3547,15,12/26/2020
Southern Tier,Broome,492,0,12/26/2020
Western New York,Cattaraugus,358,0,12/26/2020
Central New York,Cayuga,566,0,12/26/2020
Western New York,Chautauqua,369,1,12/26/2020
Southern Tier,Chemung,26,1,12/26/2020
Southern Tier,Chenango,118,0,12/26/2020
North Country,Clinton,487,0,12/26/2020
Capital Region,Columbia,183,0,12/26/2020
Central New York,Cortland,240,0,12/26/2020
Southern Tier,Delaware,188,1,12/26/2020
Mid-Hudson,Dutchess,1186,11,12/26/2020
Western New York,Erie,7292,9,12/26/2020
North Country,Essex,140,0,12/26/2020
North Country,Franklin,445,0,12/26/2020
Mohawk Valley,Fulton,187,0,12/26/2020
Finger Lakes,Genesee,107,1,12/26/2020
Capital Region,Greene,114,1,12/26/2020
North Country,Hamilton,9,0,12/26/2020
Mohawk Valley,Herkimer,209,5,12/26/2020
North Country,Jefferson,121,0,12/26/2020
New York City,Kings,8770,38,12/26/2020
North Country,Lewis,24,0,12/26/2020
Finger Lakes,Livingston,245,0,12/26/2020
Central New York,Madison,472,1,12/26/2020
Finger Lakes,Monroe,4696,6,12/26/2020
Mohawk Valley,Montgomery,276,0,12/26/2020
Long Island,Nassau,8453,28,12/26/2020
New York City,New York,11448,33,12/26/2020
Western New York,Niagara,958,3,12/26/2020
Mohawk Valley,Oneida,1424,10,12/26/2020
Central New York,Onondaga,3057,6,12/26/2020
Finger Lakes,Ontario,687,2,12/26/2020
Mid-Hudson,Orange,1644,14,12/26/2020
Finger Lakes,Orleans,74,0,12/26/2020
Central New York,Oswego,304,0,12/26/2020
Mohawk Valley,Otsego,353,1,12/26/2020
Mid-Hudson,Putnam,260,4,12/26/2020
New York City,Queens,7944,28,12/26/2020
Capital Region,Rensselaer,992,6,12/26/2020
New York City,Richmond,2647,6,12/26/2020
Mid-Hudson,Rockland,1385,1,12/26/2020
Capital Region,Saratoga,1646,4,12/26/2020
Capital Region,Schenectady,1054,2,12/26/2020
Mohawk Valley,Schoharie,83,1,12/26/2020
Southern Tier,Schuyler,26,0,12/26/2020
Finger Lakes,Seneca,88,0,12/26/2020
North Country,St. Lawrence,1216,3,12/26/2020
Southern Tier,Steuben,256,1,12/26/2020
Long Island,Suffolk,5855,25,12/26/2020
Mid-Hudson,Sullivan,244,3,12/26/2020
Southern Tier,Tioga,36,0,12/26/2020
Southern Tier,Tompkins,302,0,12/26/2020
Mid-Hudson,Ulster,795,6,12/26/2020
Capital Region,Warren,421,1,12/26/2020
Capital Region,Washington,204,0,12/26/2020
Finger Lakes,Wayne,193,1,12/26/2020
Mid-Hudson,Westchester,4906,24,12/26/2020
Finger Lakes,Wyoming,86,0,12/26/2020
Finger Lakes,Yates,104,0,12/26/2020
Capital Region,Albany,3072,7,12/27/2020
Western New York,Allegany,165,1,12/27/2020
New York City,Bronx,3753,15,12/27/2020
Southern Tier,Broome,493,0,12/27/2020
Western New York,Cattaraugus,382,0,12/27/2020
Central New York,Cayuga,572,0,12/27/2020
Western New York,Chautauqua,370,1,12/27/2020
Southern Tier,Chemung,27,1,12/27/2020
Southern Tier,Chenango,118,0,12/27/2020
North Country,Clinton,668,0,12/27/2020
Capital Region,Columbia,190,0,12/27/2020
Central New York,Cortland,241,0,12/27/2020
Southern Tier,Delaware,188,1,12/27/2020
Mid-Hudson,Dutchess,1199,11,12/27/2020
Western New York,Erie,7443,9,12/27/2020
North Country,Essex,225,0,12/27/2020
North Country,Franklin,577,1,12/27/2020
Mohawk Valley,Fulton,203,0,12/27/2020
Finger Lakes,Genesee,117,1,12/27/2020
Capital Region,Greene,121,1,12/27/2020
North Country,Hamilton,11,0,12/27/2020
Mohawk Valley,Herkimer,211,5,12/27/2020
North Country,Jefferson,126,0,12/27/2020
New York City,Kings,9403,39,12/27/2020
North Country,Lewis,69,0,12/27/2020
Finger Lakes,Livingston,259,0,12/27/2020
Central New York,Madison,479,1,12/27/2020
Finger Lakes,Monroe,5130,6,12/27/2020
Mohawk Valley,Montgomery,280,0,12/27/2020
Long Island,Nassau,8778,29,12/27/2020
New York City,New York,12146,33,12/27/2020
Western New York,Niagara,1151,3,12/27/2020
Mohawk Valley,Oneida,1451,10,12/27/2020
Central New York,Onondaga,3149,7,12/27/2020
Finger Lakes,Ontario,721,2,12/27/2020
Mid-Hudson,Orange,1675,15,12/27/2020
Finger Lakes,Orleans,80,0,12/27/2020
Central New York,Oswego,314,0,12/27/2020
Mohawk Valley,Otsego,353,1,12/27/2020
Mid-Hudson,Putnam,270,4,12/27/2020
New York City,Queens,8515,34,12/27/2020
Capital Region,Rensselaer,1125,7,12/27/2020
New York City,Richmond,2763,7,12/27/2020
Mid-Hudson,Rockland,1445,1,12/27/2020
Capital Region,Saratoga,1819,5,12/27/2020
Capital Region,Schenectady,1214,4,12/27/2020
Mohawk Valley,Schoharie,87,1,12/27/2020
Southern Tier,Schuyler,27,0,12/27/2020
Finger Lakes,Seneca,88,0,12/27/2020
North Country,St. Lawrence,1239,4,12/27/2020
Southern Tier,Steuben,258,1,12/27/2020
Long Island,Suffolk,6179,27,12/27/2020
Mid-Hudson,Sullivan,246,3,12/27/2020
Southern Tier,Tioga,36,0,12/27/2020
Southern Tier,Tompkins,303,0,12/27/2020
Mid-Hudson,Ulster,817,6,12/27/2020
Capital Region,Warren,549,1,12/27/2020
Capital Region,Washington,273,0,12/27/2020
Finger Lakes,Wayne,206,1,12/27/2020
Mid-Hudson,Westchester,5184,25,12/27/2020
Finger Lakes,Wyoming,91,0,12/27/2020
Finger Lakes,Yates,109,0,12/27/2020
Capital Region,Albany,3619,9,12/28/2020
Western New York,Allegany,226,1,12/28/2020
New York City,Bronx,4406,17,12/28/2020
Southern Tier,Broome,533,0,12/28/2020
Western New York,Cattaraugus,461,1,12/28/2020
Central New York,Cayuga,612,1,12/28/2020
Western New York,Chautauqua,461,2,12/28/2020
Southern Tier,Chemung,48,1,12/28/2020
Southern Tier,Chenango,170,0,12/28/2020
North Country,Clinton,831,0,12/28/2020
Capital Region,Columbia,214,0,12/28/2020
Central New York,Cortland,256,0,12/28/2020
Southern Tier,Delaware,223,1,12/28/2020
Mid-Hudson,Dutchess,1311,12,12/28/2020
Western New York,Erie,8584,11,12/28/2020
North Country,Essex,263,0,12/28/2020
North Country,Franklin,717,1,12/28/2020
Mohawk Valley,Fulton,252,0,12/28/2020
Finger Lakes,Genesee,135,1,12/28/2020
Capital Region,Greene,140,1,12/28/2020
North Country,Hamilton,16,0,12/28/2020
Mohawk Valley,Herkimer,262,5,12/28/2020
North Country,Jefferson,150,0,12/28/2020
New York City,Kings,10563,44,12/28/2020
North Country,Lewis,140,0,12/28/2020
Finger Lakes,Livingston,318,0,12/28/2020
Central New York,Madison,633,2,12/28/2020
Finger Lakes,Monroe,6067,8,12/28/2020
Mohawk Valley,Montgomery,381,0,12/28/2020
Long Island,Nassau,10067,36,12/28/2020
New York City,New York,13701,50,12/28/2020
Western New York,Niagara,1298,3,12/28/2020
Mohawk Valley,Oneida,1737,11,12/28/2020
Central New York,Onondaga,3866,7,12/28/2020
Finger Lakes,Ontario,997,2,12/28/2020
Mid-Hudson,Orange,1753,15,12/28/2020
Finger Lakes,Orleans,104,0,12/28/2020
Central New York,Oswego,461,1,12/28/2020
Mohawk Valley,Otsego,611,2,12/28/2020
Mid-Hudson,Putnam,308,4,12/28/2020
New York City,Queens,9848,37,12/28/2020
Capital Region,Rensselaer,1417,8,12/28/2020
New York City,Richmond,3007,8,12/28/2020
Mid-Hudson,Rockland,1557,2,12/28/2020
Capital Region,Saratoga,2169,8,12/28/2020
Capital Region,Schenectady,1425,5,12/28/2020
Mohawk Valley,Schoharie,99,1,12/28/2020
Southern Tier,Schuyler,49,0,12/28/2020
Finger Lakes,Seneca,124,0,12/28/2020
North Country,St. Lawrence,1435,4,12/28/2020
Southern Tier,Steuben,294,2,12/28/2020
Long Island,Suffolk,7539,38,12/28/2020
Mid-Hudson,Sullivan,267,3,12/28/2020
Southern Tier,Tioga,49,0,12/28/2020
Southern Tier,Tompkins,491,0,12/28/2020
Mid-Hudson,Ulster,960,6,12/28/2020
Capital Region,Warren,678,1,12/28/2020
Capital Region,Washington,321,0,12/28/2020
Finger Lakes,Wayne,288,1,12/28/2020
Mid-Hudson,Westchester,5808,29,12/28/2020
Finger Lakes,Wyoming,102,0,12/28/2020
Finger Lakes,Yates,145,0,12/28/2020
Capital Region,Albany,4150,11,12/29/2020
Western New York,Allegany,274,1,12/29/2020
New York City,Bronx,5349,18,12/29/2020
Southern Tier,Broome,646,0,12/29/2020
Western New York,Cattaraugus,544,2,12/29/2020
Central New York,Cayuga,847,2,12/29/2020
Western New York,Chautauqua,539,2,12/29/2020
Southern Tier,Chemung,105,1,12/29/2020
Southern Tier,Chenango,239,1,12/29/2020
North Country,Clinton,1188,0,12/29/2020
Capital Region,Columbia,240,0,12/29/2020
Central New York,Cortland,365,0,12/29/2020
Southern Tier,Delaware,250,1,12/29/2020
Mid-Hudson,Dutchess,1460,13,12/29/2020
Western New York,Erie,9892,12,12/29/2020
North Country,Essex,340,0,12/29/2020
North Country,Franklin,949,2,12/29/2020
Mohawk Valley,Fulton,313,0,12/29/2020
Finger Lakes,Genesee,149,1,12/29/2020
Capital Region,Greene,155,1,12/29/2020
North Country,Hamilton,33,0,12/29/2020
Mohawk Valley,Herkimer,345,6,12/29/2020
North Country,Jefferson,238,0,12/29/2020
New York City,Kings,12314,46,12/29/2020
North Country,Lewis,205,0,12/29/2020
Finger Lakes,Livingston,425,1,12/29/2020
Central New York,Madison,772,3,12/29/2020
Finger Lakes,Monroe,6789,12,12/29/2020
Mohawk Valley,Montgomery,473,0,12/29/2020
Long Island,Nassau,11903,44,12/29/2020
New York City,New York,16295,62,12/29/2020
Western New York,Niagara,1641,3,12/29/2020
Mohawk Valley,Oneida,2055,12,12/29/2020
Central New York,Onondaga,4405,9,12/29/2020
Finger Lakes,Ontario,1208,4,12/29/2020
Mid-Hudson,Orange,1948,17,12/29/2020
Finger Lakes,Orleans,153,0,12/29/2020
Central New York,Oswego,635,1,12/29/2020
Mohawk Valley,Otsego,721,2,12/29/2020
Mid-Hudson,Putnam,376,5,12/29/2020
New York City,Queens,11881,44,12/29/2020
Capital Region,Rensselaer,1718,9,12/29/2020
New York City,Richmond,3836,9,12/29/2020
Mid-Hudson,Rockland,1863,3,12/29/2020
Capital Region,Saratoga,2433,10,12/29/2020
Capital Region,Schenectady,1627,6,12/29/2020
Mohawk Valley,Schoharie,198,1,12/29/2020
Southern Tier,Schuyler,74,1,12/29/2020
Finger Lakes,Seneca,154,0,12/29/2020
North Country,St. Lawrence,1646,4,12/29/2020
Southern Tier,Steuben,402,2,12/29/2020
Long Island,Suffolk,8735,44,12/29/2020
Mid-Hudson,Sullivan,308,3,12/29/2020
Southern Tier,Tioga,88,0,12/29/2020
Southern Tier,Tompkins,809,0,12/29/2020
Mid-Hudson,Ulster,1124,7,12/29/2020
Capital Region,Warren,836,1,12/29/2020
Capital Region,Washington,404,0,12/29/2020
Finger Lakes,Wayne,368,1,12/29/2020
Mid-Hudson,Westchester,6866,32,12/29/2020
Finger Lakes,Wyoming,111,0,12/29/2020
Finger Lakes,Yates,181,0,12/29/2020
Capital Region,Albany,5077,13,12/30/2020
Western New York,Allegany,299,1,12/30/2020
New York City,Bronx,6534,20,12/30/2020
Southern Tier,Broome,1546,1,12/30/2020
Western New York,Cattaraugus,606,2,12/30/2020
Central New York,Cayuga,1041,3,12/30/2020
Western New York,Chautauqua,786,3,12/30/2020
Southern Tier,Chemung,262,1,12/30/2020
Southern Tier,Chenango,317,1,12/30/2020
North Country,Clinton,1453,0,12/30/2020
Capital Region,Columbia,261,0,12/30/2020
Central New York,Cortland,433,0,12/30/2020
Southern Tier,Delaware,357,2,12/30/2020
Mid-Hudson,Dutchess,1905,24,12/30/2020
Western New York,Erie,11678,13,12/30/2020
North Country,Essex,437,1,12/30/2020
North Country,Franklin,1200,4,12/30/2020
Mohawk Valley,Fulton,399,1,12/30/2020
Finger Lakes,Genesee,188,1,12/30/2020
Capital Region,Greene,194,2,12/30/2020
North Country,Hamilton,50,0,12/30/2020
Mohawk Valley,Herkimer,613,7,12/30/2020
North Country,Jefferson,332,0,12/30/2020
New York City,Kings,13645,51,12/30/2020
North Country,Lewis,281,0,12/30/2020
Finger Lakes,Livingston,563,1,12/30/2020
Central New York,Madison,1020,5,12/30/2020
Finger Lakes,Monroe,8665,14,12/30/2020
Mohawk Valley,Montgomery,590,1,12/30/2020
Long Island,Nassau,13629,49,12/30/2020
New York City,New York,18338,68,12/30/2020
Western New York,Niagara,2119,3,12/30/2020
Mohawk Valley,Oneida,2381,12,12/30/2020
Central New York,Onondaga,5896,18,12/30/2020
Finger Lakes,Ontario,1590,5,12/30/2020
Mid-Hudson,Orange,2384,18,12/30/2020
Finger Lakes,Orleans,174,0,12/30/2020
Central New York,Oswego,995,1,12/30/2020
Mohawk Valley,Otsego,787,2,12/30/2020
Mid-Hudson,Putnam,449,6,12/30/2020
New York City,Queens,13479,51,12/30/2020
Capital Region,Rensselaer,2111,12,12/30/2020
New York City,Richmond,4454,10,12/30/2020
Mid-Hudson,Rockland,2199,6,12/30/2020
Capital Region,Saratoga,3004,11,12/30/2020
Capital Region,Schenectady,2052,8,12/30/2020
Mohawk Valley,Schoharie,270,1,12/30/2020
Southern Tier,Schuyler,155,2,12/30/2020
Finger Lakes,Seneca,194,0,12/30/2020
North Country,St. Lawrence,1818,4,12/30/2020
Southern Tier,Steuben,539,2,12/30/2020
Long Island,Suffolk,11406,60,12/30/2020
Mid-Hudson,Sullivan,841,5,12/30/2020
Southern Tier,Tioga,172,1,12/30/2020
Southern Tier,Tompkins,962,0,12/30/2020
Mid-Hudson,Ulster,1367,13,12/30/2020
Capital Region,Warren,1010,1,12/30/2020
Capital Region,Washington,494,0,12/30/2020
Finger Lakes,Wayne,624,1,12/30/2020
Mid-Hudson,Westchester,7985,36,12/30/2020
Finger Lakes,Wyoming,132,0,12/30/2020
Finger Lakes,Yates,209,0,12/30/2020
Capital Region,Albany,5681,16,12/31/2020
Western New York,Allegany,315,1,12/31/2020
New York City,Bronx,7800,23,12/31/2020
Southern Tier,Broome,2027,1,12/31/2020
Western New York,Cattaraugus,660,2,12/31/2020
Central New York,Cayuga,1394,3,12/31/2020
Western New York,Chautauqua,1020,5,12/31/2020
Southern Tier,Chemung,590,5,12/31/2020
Southern Tier,Chenango,383,1,12/31/2020
North Country,Clinton,1676,0,12/31/2020
Capital Region,Columbia,292,2,12/31/2020
Central New York,Cortland,580,0,12/31/2020
Southern Tier,Delaware,408,3,12/31/2020
Mid-Hudson,Dutchess,2145,25,12/31/2020
Western New York,Erie,13601,18,12/31/2020
North Country,Essex,507,1,12/31/2020
North Country,Franklin,1439,7,12/31/2020
Mohawk Valley,Fulton,529,2,12/31/2020
Finger Lakes,Genesee,242,1,12/31/2020
Capital Region,Greene,216,2,12/31/2020
North Country,Hamilton,54,0,12/31/2020
Mohawk Valley,Herkimer,756,9,12/31/2020
North Country,Jefferson,1844,1,12/31/2020
New York City,Kings,14785,56,12/31/2020
North Country,Lewis,419,0,12/31/2020
Finger Lakes,Livingston,652,1,12/31/2020
Central New York,Madison,1139,5,12/31/2020
Finger Lakes,Monroe,10002,17,12/31/2020
Mohawk Valley,Montgomery,816,1,12/31/2020
Long Island,Nassau,15307,59,12/31/2020
New York City,New York,19911,73,12/31/2020
Western New York,Niagara,2360,3,12/31/2020
Mohawk Valley,Oneida,2853,13,12/31/2020
Central New York,Onondaga,7145,28,12/31/2020
Finger Lakes,Ontario,1901,6,12/31/2020
Mid-Hudson,Orange,2923,23,12/31/2020
Finger Lakes,Orleans,355,0,12/31/2020
Central New York,Oswego,1580,1,12/31/2020
Mohawk Valley,Otsego,958,3,12/31/2020
Mid-Hudson,Putnam,529,6,12/31/2020
New York City,Queens,15619,61,12/31/2020
Capital Region,Rensselaer,2369,14,12/31/2020
New York City,Richmond,4849,11,12/31/2020
Mid-Hudson,Rockland,2487,7,12/31/2020
Capital Region,Saratoga,3319,14,12/31/2020
Capital Region,Schenectady,2375,11,12/31/2020
Mohawk Valley,Schoharie,312,3,12/31/2020
Southern Tier,Schuyler,234,2,12/31/2020
Finger Lakes,Seneca,239,0,12/31/2020
North Country,St. Lawrence,2140,5,12/31/2020
Southern Tier,Steuben,652,7,12/31/2020
Long Island,Suffolk,14186,81,12/31/2020
Mid-Hudson,Sullivan,993,5,12/31/2020
Southern Tier,Tioga,255,1,12/31/2020
Southern Tier,Tompkins,1176,0,12/31/2020
Mid-Hudson,Ulster,1589,15,12/31/2020
Capital Region,Warren,1096,1,12/31/2020
Capital Region,Washington,568,0,12/31/2020
Finger Lakes,Wayne,1001,2,12/31/2020
Mid-Hudson,Westchester,9290,45,12/31/2020
Finger Lakes,Wyoming,263,0,12/31/2020
Finger Lakes,Yates,245,0,12/31/2020
Capital Region,Albany,5791,16,01/01/2021
Western New York,Allegany,320,1,01/01/2021
New York City,Bronx,8131,24,01/01/2021
Southern Tier,Broome,2029,1,01/01/2021
Western New York,Cattaraugus,677,2,01/01/2021
Central New York,Cayuga,1400,3,01/01/2021
Western New York,Chautauqua,1025,5,01/01/2021
Southern Tier,Chemung,593,5,01/01/2021
Southern Tier,Chenango,383,1,01/01/2021
North Country,Clinton,1713,1,01/01/2021
Capital Region,Columbia,301,2,01/01/2021
Central New York,Cortland,584,0,01/01/2021
Southern Tier,Delaware,408,3,01/01/2021
Mid-Hudson,Dutchess,2595,33,01/01/2021
Western New York,Erie,14002,19,01/01/2021
North Country,Essex,510,1,01/01/2021
North Country,Franklin,1496,8,01/01/2021
Mohawk Valley,Fulton,530,2,01/01/2021
Finger Lakes,Genesee,265,1,01/01/2021
Capital Region,Greene,222,2,01/01/2021
North Country,Hamilton,54,0,01/01/2021
Mohawk Valley,Herkimer,758,9,01/01/2021
North Country,Jefferson,1846,1,01/01/2021
New York City,Kings,15621,60,01/01/2021
North Country,Lewis,419,0,01/01/2021
Finger Lakes,Livingston,720,1,01/01/2021
Central New York,Madison,1159,5,01/01/2021
Finger Lakes,Monroe,10858,18,01/01/2021
Mohawk Valley,Montgomery,818,1,01/01/2021
Long Island,Nassau,15965,62,01/01/2021
New York City,New York,20110,75,01/01/2021
