,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
34485,2020.0,5.0,New York City,All Sexes,35-44 years,72.0,250.0,33.0,23.0,5.0,83.0
34487,2020.0,5.0,New York City,All Sexes,45-54 years,173.0,492.0,92.0,72.0,3.0,194.0
34489,2020.0,5.0,New York City,All Sexes,55-64 years,495.0,1090.0,233.0,196.0,8.0,533.0
34491,2020.0,5.0,New York City,All Sexes,75-84 years,718.0,1608.0,335.0,279.0,0.0,774.0
34492,2020.0,5.0,New York City,All Sexes,85 years and over,652.0,1915.0,340.0,255.0,0.0,737.0
34528,2020.0,6.0,New York City,All Sexes,Under 1 year,7.0,38.0,0.0,0.0,0.0,4.0
34531,2020.0,6.0,New York City,All Sexes,5-14 years,0.0,6.0,0.0,0.0,0.0,0.0
34532,2020.0,6.0,New York City,All Sexes,15-24 years,3.0,55.0,5.0,3.0,0.0,1.0
34534,2020.0,6.0,New York City,All Sexes,25-34 years,5.0,107.0,3.0,4.0,0.0,12.0
34536,2020.0,6.0,New York City,All Sexes,35-44 years,17.0,203.0,5.0,6.0,0.0,22.0
34538,2020.0,6.0,New York City,All Sexes,45-54 years,39.0,338.0,29.0,18.0,6.0,51.0
34540,2020.0,6.0,New York City,All Sexes,55-64 years,85.0,635.0,57.0,28.0,4.0,114.0
34542,2020.0,6.0,New York City,All Sexes,75-84 years,109.0,975.0,97.0,39.0,0.0,167.0
34543,2020.0,6.0,New York City,All Sexes,85 years and over,105.0,1264.0,116.0,36.0,0.0,185.0
34579,2020.0,7.0,New York City,All Sexes,Under 1 year,0.0,27.0,0.0,0.0,0.0,0.0
34582,2020.0,7.0,New York City,All Sexes,5-14 years,0.0,10.0,0.0,0.0,0.0,0.0
34583,2020.0,7.0,New York City,All Sexes,15-24 years,0.0,65.0,0.0,0.0,0.0,0.0
34585,2020.0,7.0,New York City,All Sexes,25-34 years,1.0,127.0,6.0,0.0,0.0,4.0
34587,2020.0,7.0,New York City,All Sexes,35-44 years,3.0,178.0,1.0,3.0,0.0,10.0
34589,2020.0,7.0,New York City,All Sexes,45-54 years,16.0,324.0,22.0,3.0,0.0,32.0
34591,2020.0,7.0,New York City,All Sexes,55-64 years,43.0,694.0,49.0,11.0,3.0,82.0
34593,2020.0,7.0,New York City,All Sexes,75-84 years,46.0,938.0,90.0,15.0,5.0,121.0
34594,2020.0,7.0,New York City,All Sexes,85 years and over,40.0,1249.0,97.0,12.0,0.0,125.0
34630,2020.0,8.0,New York City,All Sexes,Under 1 year,0.0,37.0,0.0,0.0,0.0,0.0
34633,2020.0,8.0,New York City,All Sexes,5-14 years,0.0,2.0,2.0,0.0,0.0,2.0
34634,2020.0,8.0,New York City,All Sexes,15-24 years,0.0,48.0,0.0,0.0,0.0,0.0
34636,2020.0,8.0,New York City,All Sexes,25-34 years,5.0,106.0,2.0,0.0,0.0,4.0
34638,2020.0,8.0,New York City,All Sexes,35-44 years,3.0,173.0,11.0,1.0,0.0,14.0
34640,2020.0,8.0,New York City,All Sexes,45-54 years,10.0,310.0,19.0,1.0,0.0,27.0
34642,2020.0,8.0,New York City,All Sexes,55-64 years,12.0,601.0,36.0,5.0,0.0,45.0
34644,2020.0,8.0,New York City,All Sexes,75-84 years,30.0,944.0,67.0,5.0,0.0,91.0
34645,2020.0,8.0,New York City,All Sexes,85 years and over,26.0,1230.0,88.0,1.0,0.0,111.0
34681,2020.0,9.0,New York City,All Sexes,Under 1 year,0.0,29.0,5.0,0.0,0.0,8.0
34684,2020.0,9.0,New York City,All Sexes,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0
34685,2020.0,9.0,New York City,All Sexes,15-24 years,0.0,57.0,5.0,0.0,0.0,6.0
34687,2020.0,9.0,New York City,All Sexes,25-34 years,1.0,125.0,8.0,6.0,0.0,2.0
34689,2020.0,9.0,New York City,All Sexes,35-44 years,7.0,182.0,1.0,0.0,0.0,10.0
34691,2020.0,9.0,New York City,All Sexes,45-54 years,3.0,286.0,13.0,1.0,0.0,19.0
34693,2020.0,9.0,New York City,All Sexes,55-64 years,18.0,620.0,54.0,5.0,0.0,65.0
34695,2020.0,9.0,New York City,All Sexes,75-84 years,21.0,878.0,75.0,5.0,0.0,89.0
34696,2020.0,9.0,New York City,All Sexes,85 years and over,30.0,1234.0,87.0,10.0,0.0,107.0
34732,2020.0,10.0,New York City,All Sexes,Under 1 year,0.0,28.0,0.0,0.0,0.0,0.0
34735,2020.0,10.0,New York City,All Sexes,5-14 years,5.0,3.0,0.0,0.0,0.0,3.0
34736,2020.0,10.0,New York City,All Sexes,15-24 years,0.0,52.0,8.0,0.0,0.0,2.0
34738,2020.0,10.0,New York City,All Sexes,25-34 years,0.0,132.0,6.0,0.0,0.0,8.0
34740,2020.0,10.0,New York City,All Sexes,35-44 years,1.0,152.0,7.0,7.0,6.0,6.0
34742,2020.0,10.0,New York City,All Sexes,45-54 years,7.0,285.0,16.0,5.0,0.0,23.0
34744,2020.0,10.0,New York City,All Sexes,55-64 years,18.0,658.0,40.0,4.0,0.0,54.0
34746,2020.0,10.0,New York City,All Sexes,75-84 years,48.0,1011.0,74.0,18.0,0.0,104.0
34747,2020.0,10.0,New York City,All Sexes,85 years and over,37.0,1337.0,96.0,4.0,0.0,124.0
34783,2020.0,11.0,New York City,All Sexes,Under 1 year,0.0,27.0,0.0,0.0,0.0,0.0
34786,2020.0,11.0,New York City,All Sexes,5-14 years,0.0,4.0,0.0,0.0,0.0,0.0
34787,2020.0,11.0,New York City,All Sexes,15-24 years,5.0,37.0,3.0,1.0,0.0,5.0
34789,2020.0,11.0,New York City,All Sexes,25-34 years,7.0,108.0,2.0,1.0,0.0,1.0
34791,2020.0,11.0,New York City,All Sexes,35-44 years,7.0,166.0,1.0,0.0,0.0,11.0
34793,2020.0,11.0,New York City,All Sexes,45-54 years,16.0,331.0,30.0,3.0,0.0,39.0
34795,2020.0,11.0,New York City,All Sexes,55-64 years,36.0,658.0,40.0,14.0,0.0,62.0
34797,2020.0,11.0,New York City,All Sexes,75-84 years,71.0,1043.0,104.0,25.0,0.0,150.0
34798,2020.0,11.0,New York City,All Sexes,85 years and over,85.0,1428.0,128.0,34.0,0.0,179.0
34834,2020.0,12.0,New York City,All Sexes,Under 1 year,0.0,34.0,0.0,0.0,0.0,0.0
34837,2020.0,12.0,New York City,All Sexes,5-14 years,0.0,6.0,0.0,0.0,0.0,0.0
34838,2020.0,12.0,New York City,All Sexes,15-24 years,0.0,54.0,1.0,0.0,0.0,4.0
34840,2020.0,12.0,New York City,All Sexes,25-34 years,5.0,129.0,5.0,0.0,1.0,6.0
34842,2020.0,12.0,New York City,All Sexes,35-44 years,11.0,180.0,7.0,3.0,0.0,15.0
34844,2020.0,12.0,New York City,All Sexes,45-54 years,38.0,354.0,29.0,12.0,0.0,55.0
34846,2020.0,12.0,New York City,All Sexes,55-64 years,135.0,826.0,77.0,34.0,0.0,178.0
34848,2020.0,12.0,New York City,All Sexes,75-84 years,275.0,1329.0,177.0,90.0,7.0,362.0
34849,2020.0,12.0,New York City,All Sexes,85 years and over,282.0,1804.0,204.0,89.0,3.0,398.0
34885,2021.0,1.0,New York City,All Sexes,Under 1 year,0.0,30.0,0.0,0.0,0.0,0.0
34888,2021.0,1.0,New York City,All Sexes,5-14 years,6.0,2.0,4.0,2.0,0.0,7.0
34889,2021.0,1.0,New York City,All Sexes,15-24 years,1.0,46.0,0.0,0.0,0.0,4.0
34891,2021.0,1.0,New York City,All Sexes,25-34 years,2.0,102.0,7.0,4.0,0.0,1.0
34893,2021.0,1.0,New York City,All Sexes,35-44 years,28.0,213.0,12.0,8.0,0.0,36.0
34895,2021.0,1.0,New York City,All Sexes,45-54 years,101.0,396.0,43.0,32.0,7.0,113.0
34897,2021.0,1.0,New York City,All Sexes,55-64 years,223.0,928.0,120.0,80.0,3.0,264.0
34899,2021.0,1.0,New York City,All Sexes,75-84 years,514.0,1616.0,265.0,188.0,4.0,593.0
34900,2021.0,1.0,New York City,All Sexes,85 years and over,568.0,2032.0,325.0,212.0,0.0,681.0
34936,2021.0,2.0,New York City,All Sexes,Under 1 year,0.0,34.0,2.0,0.0,0.0,4.0
34939,2021.0,2.0,New York City,All Sexes,5-14 years,0.0,12.0,3.0,0.0,0.0,5.0
34940,2021.0,2.0,New York City,All Sexes,15-24 years,8.0,32.0,8.0,4.0,0.0,3.0
34942,2021.0,2.0,New York City,All Sexes,25-34 years,16.0,108.0,7.0,5.0,0.0,16.0
34944,2021.0,2.0,New York City,All Sexes,35-44 years,28.0,175.0,10.0,3.0,0.0,30.0
34946,2021.0,2.0,New York City,All Sexes,45-54 years,77.0,353.0,40.0,26.0,0.0,91.0
34948,2021.0,2.0,New York City,All Sexes,55-64 years,271.0,865.0,144.0,101.0,0.0,314.0
34950,2021.0,2.0,New York City,All Sexes,75-84 years,537.0,1470.0,230.0,156.0,0.0,611.0
34951,2021.0,2.0,New York City,All Sexes,85 years and over,526.0,1884.0,307.0,210.0,4.0,624.0
34987,2021.0,3.0,New York City,All Sexes,Under 1 year,0.0,19.0,0.0,0.0,0.0,0.0
34990,2021.0,3.0,New York City,All Sexes,5-14 years,0.0,4.0,0.0,0.0,0.0,0.0
34991,2021.0,3.0,New York City,All Sexes,15-24 years,0.0,24.0,0.0,0.0,0.0,0.0
34993,2021.0,3.0,New York City,All Sexes,25-34 years,1.0,84.0,7.0,5.0,0.0,7.0
34995,2021.0,3.0,New York City,All Sexes,35-44 years,28.0,151.0,16.0,12.0,0.0,32.0
34997,2021.0,3.0,New York City,All Sexes,45-54 years,67.0,276.0,33.0,27.0,0.0,73.0
34999,2021.0,3.0,New York City,All Sexes,55-64 years,173.0,641.0,106.0,72.0,0.0,207.0
35001,2021.0,3.0,New York City,All Sexes,75-84 years,299.0,1036.0,160.0,98.0,5.0,362.0
35002,2021.0,3.0,New York City,All Sexes,85 years and over,269.0,1342.0,186.0,105.0,0.0,350.0
35038,2020.0,1.0,North Carolina,All Sexes,Under 1 year,0.0,73.0,7.0,0.0,0.0,8.0
35041,2020.0,1.0,North Carolina,All Sexes,5-14 years,0.0,16.0,3.0,0.0,1.0,5.0
35042,2020.0,1.0,North Carolina,All Sexes,15-24 years,0.0,86.0,7.0,0.0,0.0,2.0
35044,2020.0,1.0,North Carolina,All Sexes,25-34 years,0.0,194.0,3.0,0.0,6.0,11.0
35046,2020.0,1.0,North Carolina,All Sexes,35-44 years,0.0,237.0,4.0,0.0,8.0,12.0
35048,2020.0,1.0,North Carolina,All Sexes,45-54 years,0.0,544.0,35.0,0.0,5.0,41.0
35050,2020.0,1.0,North Carolina,All Sexes,55-64 years,0.0,1162.0,53.0,0.0,10.0,63.0
35052,2020.0,1.0,North Carolina,All Sexes,75-84 years,0.0,2201.0,180.0,0.0,12.0,192.0
35053,2020.0,1.0,North Carolina,All Sexes,85 years and over,0.0,2412.0,178.0,0.0,8.0,186.0
35089,2020.0,2.0,North Carolina,All Sexes,Under 1 year,0.0,66.0,3.0,0.0,2.0,3.0
35092,2020.0,2.0,North Carolina,All Sexes,5-14 years,0.0,18.0,5.0,0.0,3.0,1.0
35093,2020.0,2.0,North Carolina,All Sexes,15-24 years,0.0,95.0,6.0,0.0,2.0,2.0
35095,2020.0,2.0,North Carolina,All Sexes,25-34 years,0.0,173.0,4.0,0.0,3.0,2.0
35097,2020.0,2.0,North Carolina,All Sexes,35-44 years,0.0,251.0,6.0,0.0,3.0,10.0
35099,2020.0,2.0,North Carolina,All Sexes,45-54 years,0.0,465.0,25.0,0.0,12.0,37.0
35101,2020.0,2.0,North Carolina,All Sexes,55-64 years,0.0,1081.0,69.0,0.0,24.0,93.0
35103,2020.0,2.0,North Carolina,All Sexes,75-84 years,3.0,2087.0,117.0,8.0,19.0,136.0
35104,2020.0,2.0,North Carolina,All Sexes,85 years and over,0.0,2337.0,176.0,0.0,18.0,194.0
35140,2020.0,3.0,North Carolina,All Sexes,Under 1 year,0.0,71.0,0.0,0.0,0.0,0.0
35143,2020.0,3.0,North Carolina,All Sexes,5-14 years,0.0,15.0,0.0,0.0,0.0,0.0
35144,2020.0,3.0,North Carolina,All Sexes,15-24 years,0.0,123.0,5.0,0.0,2.0,8.0
35146,2020.0,3.0,North Carolina,All Sexes,25-34 years,0.0,214.0,4.0,0.0,1.0,11.0
35148,2020.0,3.0,North Carolina,All Sexes,35-44 years,7.0,276.0,7.0,0.0,3.0,14.0
35150,2020.0,3.0,North Carolina,All Sexes,45-54 years,0.0,497.0,16.0,0.0,1.0,24.0
35152,2020.0,3.0,North Carolina,All Sexes,55-64 years,5.0,1138.0,54.0,0.0,23.0,80.0
35154,2020.0,3.0,North Carolina,All Sexes,75-84 years,2.0,2235.0,161.0,4.0,16.0,177.0
35155,2020.0,3.0,North Carolina,All Sexes,85 years and over,4.0,2407.0,180.0,8.0,19.0,201.0
35191,2020.0,4.0,North Carolina,All Sexes,Under 1 year,0.0,71.0,0.0,0.0,0.0,0.0
35194,2020.0,4.0,North Carolina,All Sexes,5-14 years,0.0,13.0,0.0,0.0,0.0,0.0
35195,2020.0,4.0,North Carolina,All Sexes,15-24 years,0.0,119.0,0.0,0.0,0.0,0.0
35197,2020.0,4.0,North Carolina,All Sexes,25-34 years,2.0,214.0,5.0,7.0,0.0,2.0
35199,2020.0,4.0,North Carolina,All Sexes,35-44 years,1.0,307.0,15.0,6.0,3.0,19.0
35201,2020.0,4.0,North Carolina,All Sexes,45-54 years,22.0,507.0,34.0,11.0,0.0,45.0
35203,2020.0,4.0,North Carolina,All Sexes,55-64 years,34.0,1123.0,90.0,2.0,7.0,117.0
35205,2020.0,4.0,North Carolina,All Sexes,75-84 years,149.0,2193.0,222.0,54.0,3.0,318.0
35206,2020.0,4.0,North Carolina,All Sexes,85 years and over,142.0,2399.0,176.0,49.0,8.0,274.0
35242,2020.0,5.0,North Carolina,All Sexes,Under 1 year,0.0,76.0,1.0,0.0,0.0,4.0
35245,2020.0,5.0,North Carolina,All Sexes,5-14 years,0.0,19.0,0.0,0.0,0.0,0.0
35246,2020.0,5.0,North Carolina,All Sexes,15-24 years,8.0,129.0,4.0,8.0,0.0,2.0
35248,2020.0,5.0,North Carolina,All Sexes,25-34 years,6.0,250.0,2.0,7.0,0.0,12.0
35250,2020.0,5.0,North Carolina,All Sexes,35-44 years,13.0,349.0,18.0,4.0,0.0,26.0
35252,2020.0,5.0,North Carolina,All Sexes,45-54 years,29.0,558.0,21.0,4.0,0.0,41.0
35254,2020.0,5.0,North Carolina,All Sexes,55-64 years,61.0,1205.0,77.0,25.0,7.0,114.0
35256,2020.0,5.0,North Carolina,All Sexes,75-84 years,146.0,2213.0,190.0,52.0,0.0,284.0
35257,2020.0,5.0,North Carolina,All Sexes,85 years and over,174.0,2382.0,189.0,64.0,0.0,299.0
35293,2020.0,6.0,North Carolina,All Sexes,Under 1 year,0.0,60.0,0.0,0.0,0.0,0.0
35296,2020.0,6.0,North Carolina,All Sexes,5-14 years,0.0,14.0,0.0,0.0,0.0,0.0
35297,2020.0,6.0,North Carolina,All Sexes,15-24 years,0.0,118.0,0.0,0.0,0.0,0.0
35299,2020.0,6.0,North Carolina,All Sexes,25-34 years,6.0,253.0,10.0,7.0,0.0,13.0
35301,2020.0,6.0,North Carolina,All Sexes,35-44 years,15.0,297.0,10.0,7.0,0.0,22.0
35303,2020.0,6.0,North Carolina,All Sexes,45-54 years,45.0,590.0,38.0,17.0,0.0,66.0
35305,2020.0,6.0,North Carolina,All Sexes,55-64 years,71.0,1171.0,91.0,36.0,0.0,126.0
35307,2020.0,6.0,North Carolina,All Sexes,75-84 years,121.0,2006.0,157.0,43.0,0.0,235.0
35308,2020.0,6.0,North Carolina,All Sexes,85 years and over,118.0,2109.0,139.0,44.0,8.0,214.0
35344,2020.0,7.0,North Carolina,All Sexes,Under 1 year,0.0,64.0,1.0,0.0,0.0,6.0
35347,2020.0,7.0,North Carolina,All Sexes,5-14 years,5.0,27.0,0.0,0.0,0.0,2.0
35348,2020.0,7.0,North Carolina,All Sexes,15-24 years,4.0,133.0,4.0,0.0,0.0,7.0
35350,2020.0,7.0,North Carolina,All Sexes,25-34 years,7.0,242.0,3.0,2.0,0.0,1.0
35352,2020.0,7.0,North Carolina,All Sexes,35-44 years,16.0,299.0,10.0,4.0,0.0,21.0
35354,2020.0,7.0,North Carolina,All Sexes,45-54 years,43.0,594.0,42.0,23.0,0.0,62.0
35356,2020.0,7.0,North Carolina,All Sexes,55-64 years,87.0,1280.0,78.0,34.0,0.0,131.0
35358,2020.0,7.0,North Carolina,All Sexes,75-84 years,175.0,2143.0,161.0,63.0,0.0,273.0
35359,2020.0,7.0,North Carolina,All Sexes,85 years and over,183.0,2316.0,163.0,62.0,0.0,284.0
35395,2020.0,8.0,North Carolina,All Sexes,Under 1 year,0.0,51.0,8.0,0.0,0.0,6.0
35398,2020.0,8.0,North Carolina,All Sexes,5-14 years,0.0,17.0,4.0,0.0,0.0,8.0
35399,2020.0,8.0,North Carolina,All Sexes,15-24 years,0.0,109.0,6.0,0.0,0.0,4.0
35401,2020.0,8.0,North Carolina,All Sexes,25-34 years,4.0,238.0,7.0,4.0,0.0,5.0
35403,2020.0,8.0,North Carolina,All Sexes,35-44 years,12.0,310.0,17.0,1.0,0.0,24.0
35405,2020.0,8.0,North Carolina,All Sexes,45-54 years,41.0,598.0,36.0,19.0,0.0,58.0
35407,2020.0,8.0,North Carolina,All Sexes,55-64 years,116.0,1291.0,120.0,65.0,0.0,171.0
35409,2020.0,8.0,North Carolina,All Sexes,75-84 years,225.0,2251.0,221.0,100.0,7.0,347.0
35410,2020.0,8.0,North Carolina,All Sexes,85 years and over,296.0,2501.0,250.0,127.0,0.0,419.0
35446,2020.0,9.0,North Carolina,All Sexes,Under 1 year,0.0,61.0,0.0,0.0,0.0,0.0
35449,2020.0,9.0,North Carolina,All Sexes,5-14 years,0.0,19.0,0.0,0.0,0.0,0.0
35450,2020.0,9.0,North Carolina,All Sexes,15-24 years,3.0,115.0,6.0,0.0,0.0,4.0
35452,2020.0,9.0,North Carolina,All Sexes,25-34 years,5.0,195.0,5.0,4.0,0.0,4.0
35454,2020.0,9.0,North Carolina,All Sexes,35-44 years,12.0,268.0,2.0,7.0,0.0,17.0
35456,2020.0,9.0,North Carolina,All Sexes,45-54 years,38.0,573.0,28.0,15.0,0.0,51.0
35458,2020.0,9.0,North Carolina,All Sexes,55-64 years,83.0,1243.0,113.0,49.0,0.0,147.0
35460,2020.0,9.0,North Carolina,All Sexes,75-84 years,284.0,2314.0,266.0,146.0,0.0,404.0
35461,2020.0,9.0,North Carolina,All Sexes,85 years and over,278.0,2410.0,223.0,113.0,0.0,388.0
35497,2020.0,10.0,North Carolina,All Sexes,Under 1 year,0.0,45.0,0.0,0.0,0.0,0.0
35500,2020.0,10.0,North Carolina,All Sexes,5-14 years,0.0,14.0,7.0,0.0,0.0,8.0
35501,2020.0,10.0,North Carolina,All Sexes,15-24 years,0.0,101.0,0.0,0.0,0.0,0.0
35503,2020.0,10.0,North Carolina,All Sexes,25-34 years,2.0,179.0,8.0,0.0,0.0,1.0
35505,2020.0,10.0,North Carolina,All Sexes,35-44 years,3.0,234.0,5.0,7.0,0.0,11.0
35507,2020.0,10.0,North Carolina,All Sexes,45-54 years,16.0,464.0,25.0,10.0,0.0,31.0
35509,2020.0,10.0,North Carolina,All Sexes,55-64 years,83.0,1050.0,88.0,47.0,0.0,124.0
35511,2020.0,10.0,North Carolina,All Sexes,75-84 years,252.0,1983.0,242.0,137.0,0.0,357.0
35512,2020.0,10.0,North Carolina,All Sexes,85 years and over,257.0,2089.0,226.0,113.0,0.0,370.0
35548,2020.0,11.0,North Carolina,All Sexes,Under 1 year,0.0,53.0,0.0,0.0,0.0,0.0
35551,2020.0,11.0,North Carolina,All Sexes,5-14 years,0.0,10.0,4.0,0.0,0.0,4.0
35552,2020.0,11.0,North Carolina,All Sexes,15-24 years,7.0,93.0,6.0,6.0,0.0,4.0
35554,2020.0,11.0,North Carolina,All Sexes,25-34 years,1.0,180.0,2.0,0.0,0.0,4.0
35556,2020.0,11.0,North Carolina,All Sexes,35-44 years,13.0,236.0,2.0,7.0,0.0,15.0
35558,2020.0,11.0,North Carolina,All Sexes,45-54 years,38.0,437.0,28.0,16.0,0.0,50.0
35560,2020.0,11.0,North Carolina,All Sexes,55-64 years,110.0,1062.0,101.0,52.0,6.0,160.0
35562,2020.0,11.0,North Carolina,All Sexes,75-84 years,329.0,2154.0,258.0,152.0,7.0,437.0
35563,2020.0,11.0,North Carolina,All Sexes,85 years and over,337.0,2125.0,232.0,143.0,0.0,426.0
35599,2020.0,12.0,North Carolina,All Sexes,Under 1 year,0.0,39.0,0.0,0.0,0.0,0.0
35602,2020.0,12.0,North Carolina,All Sexes,5-14 years,0.0,6.0,0.0,0.0,0.0,0.0
35603,2020.0,12.0,North Carolina,All Sexes,15-24 years,0.0,36.0,3.0,0.0,0.0,8.0
35605,2020.0,12.0,North Carolina,All Sexes,25-34 years,7.0,80.0,4.0,6.0,0.0,8.0
35607,2020.0,12.0,North Carolina,All Sexes,35-44 years,6.0,89.0,6.0,4.0,0.0,3.0
35609,2020.0,12.0,North Carolina,All Sexes,45-54 years,21.0,158.0,16.0,7.0,0.0,28.0
35611,2020.0,12.0,North Carolina,All Sexes,55-64 years,29.0,257.0,28.0,19.0,0.0,38.0
35613,2020.0,12.0,North Carolina,All Sexes,75-84 years,95.0,422.0,73.0,52.0,0.0,116.0
35614,2020.0,12.0,North Carolina,All Sexes,85 years and over,93.0,431.0,65.0,33.0,0.0,125.0
35650,2021.0,1.0,North Carolina,All Sexes,Under 1 year,0.0,1.0,0.0,0.0,0.0,0.0
35653,2021.0,1.0,North Carolina,All Sexes,5-14 years,0.0,7.0,0.0,0.0,0.0,0.0
35654,2021.0,1.0,North Carolina,All Sexes,15-24 years,0.0,32.0,0.0,0.0,0.0,0.0
35656,2021.0,1.0,North Carolina,All Sexes,25-34 years,0.0,53.0,0.0,0.0,0.0,0.0
35658,2021.0,1.0,North Carolina,All Sexes,35-44 years,1.0,66.0,3.0,6.0,0.0,6.0
35660,2021.0,1.0,North Carolina,All Sexes,45-54 years,6.0,57.0,7.0,1.0,0.0,3.0
35662,2021.0,1.0,North Carolina,All Sexes,55-64 years,10.0,110.0,6.0,8.0,0.0,14.0
35664,2021.0,1.0,North Carolina,All Sexes,75-84 years,23.0,164.0,17.0,13.0,0.0,27.0
35665,2021.0,1.0,North Carolina,All Sexes,85 years and over,43.0,218.0,22.0,14.0,0.0,51.0
35701,2021.0,2.0,North Carolina,All Sexes,Under 1 year,0.0,6.0,0.0,0.0,0.0,0.0
35704,2021.0,2.0,North Carolina,All Sexes,5-14 years,0.0,4.0,0.0,0.0,0.0,0.0
35705,2021.0,2.0,North Carolina,All Sexes,15-24 years,7.0,32.0,0.0,0.0,0.0,2.0
35707,2021.0,2.0,North Carolina,All Sexes,25-34 years,0.0,63.0,0.0,0.0,0.0,0.0
35709,2021.0,2.0,North Carolina,All Sexes,35-44 years,7.0,53.0,0.0,0.0,0.0,1.0
35711,2021.0,2.0,North Carolina,All Sexes,45-54 years,2.0,55.0,3.0,6.0,0.0,8.0
35713,2021.0,2.0,North Carolina,All Sexes,55-64 years,4.0,98.0,8.0,3.0,0.0,1.0
35715,2021.0,2.0,North Carolina,All Sexes,75-84 years,19.0,164.0,10.0,5.0,0.0,20.0
35716,2021.0,2.0,North Carolina,All Sexes,85 years and over,20.0,196.0,1.0,1.0,0.0,25.0
35752,2021.0,3.0,North Carolina,All Sexes,Under 1 year,0.0,1.0,0.0,0.0,0.0,0.0
35755,2021.0,3.0,North Carolina,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
35756,2021.0,3.0,North Carolina,All Sexes,15-24 years,0.0,16.0,0.0,0.0,0.0,0.0
35758,2021.0,3.0,North Carolina,All Sexes,25-34 years,0.0,34.0,0.0,0.0,0.0,0.0
35760,2021.0,3.0,North Carolina,All Sexes,35-44 years,5.0,39.0,0.0,0.0,0.0,4.0
35762,2021.0,3.0,North Carolina,All Sexes,45-54 years,2.0,42.0,0.0,0.0,0.0,1.0
35764,2021.0,3.0,North Carolina,All Sexes,55-64 years,2.0,50.0,1.0,5.0,0.0,1.0
35766,2021.0,3.0,North Carolina,All Sexes,75-84 years,8.0,66.0,3.0,0.0,0.0,4.0
35767,2021.0,3.0,North Carolina,All Sexes,85 years and over,5.0,85.0,3.0,5.0,0.0,6.0
35803,2020.0,1.0,North Dakota,All Sexes,Under 1 year,0.0,1.0,0.0,0.0,0.0,0.0
35806,2020.0,1.0,North Dakota,All Sexes,5-14 years,0.0,1.0,0.0,0.0,0.0,0.0
35807,2020.0,1.0,North Dakota,All Sexes,15-24 years,0.0,2.0,0.0,0.0,0.0,0.0
35809,2020.0,1.0,North Dakota,All Sexes,25-34 years,0.0,13.0,0.0,0.0,0.0,0.0
35811,2020.0,1.0,North Dakota,All Sexes,35-44 years,0.0,22.0,0.0,0.0,2.0,5.0
35813,2020.0,1.0,North Dakota,All Sexes,45-54 years,0.0,28.0,3.0,0.0,0.0,4.0
35815,2020.0,1.0,North Dakota,All Sexes,55-64 years,0.0,89.0,5.0,0.0,4.0,6.0
35817,2020.0,1.0,North Dakota,All Sexes,75-84 years,0.0,158.0,12.0,0.0,2.0,14.0
35818,2020.0,1.0,North Dakota,All Sexes,85 years and over,0.0,239.0,14.0,0.0,5.0,17.0
35854,2020.0,2.0,North Dakota,All Sexes,Under 1 year,0.0,8.0,0.0,0.0,0.0,0.0
35857,2020.0,2.0,North Dakota,All Sexes,5-14 years,0.0,2.0,0.0,0.0,0.0,0.0
35858,2020.0,2.0,North Dakota,All Sexes,15-24 years,0.0,12.0,2.0,0.0,0.0,8.0
35860,2020.0,2.0,North Dakota,All Sexes,25-34 years,0.0,15.0,0.0,0.0,0.0,0.0
35862,2020.0,2.0,North Dakota,All Sexes,35-44 years,0.0,22.0,0.0,0.0,0.0,0.0
35864,2020.0,2.0,North Dakota,All Sexes,45-54 years,0.0,31.0,6.0,0.0,8.0,6.0
35866,2020.0,2.0,North Dakota,All Sexes,55-64 years,0.0,73.0,3.0,0.0,0.0,4.0
35868,2020.0,2.0,North Dakota,All Sexes,75-84 years,0.0,146.0,11.0,0.0,0.0,11.0
35869,2020.0,2.0,North Dakota,All Sexes,85 years and over,0.0,210.0,11.0,0.0,0.0,11.0
35905,2020.0,3.0,North Dakota,All Sexes,Under 1 year,0.0,3.0,0.0,0.0,0.0,0.0
35908,2020.0,3.0,North Dakota,All Sexes,5-14 years,0.0,5.0,0.0,0.0,0.0,0.0
35909,2020.0,3.0,North Dakota,All Sexes,15-24 years,0.0,4.0,0.0,0.0,0.0,0.0
35911,2020.0,3.0,North Dakota,All Sexes,25-34 years,0.0,13.0,0.0,0.0,0.0,0.0
35913,2020.0,3.0,North Dakota,All Sexes,35-44 years,0.0,20.0,3.0,0.0,0.0,1.0
35915,2020.0,3.0,North Dakota,All Sexes,45-54 years,0.0,33.0,3.0,0.0,0.0,3.0
35917,2020.0,3.0,North Dakota,All Sexes,55-64 years,0.0,69.0,4.0,0.0,0.0,3.0
35919,2020.0,3.0,North Dakota,All Sexes,75-84 years,3.0,162.0,15.0,0.0,2.0,21.0
35920,2020.0,3.0,North Dakota,All Sexes,85 years and over,6.0,227.0,27.0,0.0,2.0,31.0
35956,2020.0,4.0,North Dakota,All Sexes,Under 1 year,0.0,6.0,8.0,0.0,0.0,5.0
35959,2020.0,4.0,North Dakota,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
